booking_id,hotel_id,room_id,created_at,checkin_date,checkout_date,lead_time_days,length_of_stay,num_guests,channel,cancellation_policy,price_per_night,total_price,refundable,is_cancelled,cancel_date,weather_score,events_nearby_level,competitor_price_index,holiday_flag,created_dow,checkin_dow
B001226,H012,H012-R076,30/05/2024,11/08/2024,17/08/2024,73,6,1,OTA-Expedia,Flexible,158.03,948.18,1,1,13/07/2024,0.234,0,0.999,0,Thursday,Sunday
B001227,H007,H007-R019,07/09/2025,08/09/2025,09/09/2025,1,1,1,Direct,NRF,92.02,92.02,0,0,,0.046,0,0.915,0,Sunday,Monday
B001228,H010,H010-R016,04/01/2024,16/02/2024,19/02/2024,43,3,2,OTA-Booking,Flexible,58.41,175.23,1,1,31/01/2024,0.443,1,0.986,0,Thursday,Friday
B001229,H002,H002-R014,01/03/2025,05/03/2025,12/03/2025,4,7,2,Corporate,Flexible,83.35,583.45,1,0,,0.47,0,1.051,0,Saturday,Wednesday
B001230,H002,H002-R003,10/08/2025,22/12/2025,29/12/2025,134,7,4,OTA-Expedia,Semi-Flex,84.37,590.59,1,0,,0.64,0,0.982,0,Sunday,Monday
B001231,H015,H015-R023,20/02/2025,31/07/2025,10/08/2025,161,10,2,OTA-Booking,Flexible,103.87,1038.7,1,1,18/06/2025,0.394,1,0.877,0,Thursday,Thursday
B001232,H007,H007-R001,20/01/2024,27/06/2024,03/07/2024,159,6,2,OTA-Expedia,Flexible,85.97,515.82,1,1,20/06/2024,0.447,0,1.032,0,Saturday,Thursday
B001233,H008,H008-R006,16/12/2024,20/04/2025,24/04/2025,125,4,2,Direct,NRF,99.14,396.56,0,0,,0.286,0,0.868,0,Monday,Sunday
B001234,H003,H003-R016,03/03/2024,16/05/2024,18/05/2024,74,2,1,OTA-Expedia,Flexible,101.39,202.78,1,0,,0.314,0,1.047,0,Sunday,Thursday
B001235,H007,H007-R014,15/03/2025,24/04/2025,02/05/2025,40,8,1,Direct,Semi-Flex,68.67,549.36,1,0,,0.451,0,1.102,0,Saturday,Thursday
B001236,H006,H006-R024,28/10/2024,27/03/2025,30/03/2025,150,3,1,OTA-Expedia,NRF,72.53,217.59,0,0,,0.057,0,1.074,0,Monday,Thursday
B001237,H008,H008-R028,16/01/2024,26/01/2024,05/02/2024,10,10,1,Corporate,Semi-Flex,66.4,664,1,0,,0.376,0,1.123,0,Tuesday,Friday
B001238,H001,H001-R006,23/02/2024,23/05/2024,01/06/2024,90,9,3,OTA-Booking,Flexible,64.76,582.84,1,0,,0.664,0,1.008,0,Friday,Thursday
B001239,H005,H005-R049,01/02/2024,11/02/2024,18/02/2024,10,7,2,OTA-Booking,Flexible,62.53,437.71,1,0,,0.444,0,1.038,0,Thursday,Sunday
B001240,H012,H012-R062,06/01/2025,24/06/2025,03/07/2025,169,9,4,OTA-Expedia,Semi-Flex,136.01,1224.09,1,1,06/04/2025,0.731,1,0.997,0,Monday,Tuesday
B001241,H004,H004-R010,28/03/2025,16/05/2025,22/05/2025,49,6,4,Direct,Semi-Flex,89.64,537.84,1,1,07/04/2025,0.764,0,1.079,0,Friday,Friday
B001242,H008,H008-R035,17/10/2024,30/10/2024,04/11/2024,13,5,4,OTA-Expedia,NRF,100.93,504.65,0,0,,0.574,0,1.156,0,Thursday,Wednesday
B001243,H012,H012-R074,26/08/2025,04/12/2025,10/12/2025,100,6,4,OTA-Booking,Flexible,85.86,515.16,1,0,,0.544,0,1.004,0,Tuesday,Thursday
B001244,H004,H004-R024,02/11/2024,18/03/2025,22/03/2025,136,4,1,OTA-Booking,Semi-Flex,57.98,231.92,1,0,,0.787,0,1.059,0,Saturday,Tuesday
B001245,H007,H007-R014,20/02/2024,18/03/2024,20/03/2024,27,2,3,OTA-Expedia,Flexible,44.79,89.58,1,1,28/02/2024,0.228,0,0.959,0,Tuesday,Monday
B001246,H014,H014-R068,27/06/2025,27/07/2025,31/07/2025,30,4,1,OTA-Booking,NRF,112.51,450.04,0,0,,0.756,0,1.04,0,Friday,Sunday
B001247,H013,H013-R048,19/08/2024,15/09/2024,19/09/2024,27,4,4,Direct,NRF,115.87,463.48,0,0,,0.774,0,1.129,0,Monday,Sunday
B001248,H009,H009-R008,20/07/2025,20/09/2025,25/09/2025,62,5,2,OTA-Booking,Flexible,102.23,511.15,1,0,,0.357,0,0.813,0,Sunday,Saturday
B001249,H009,H009-R001,08/01/2024,23/04/2024,29/04/2024,106,6,1,Phone,NRF,80.66,483.96,0,0,,0.341,0,0.958,0,Monday,Tuesday
B001250,H004,H004-R005,01/09/2024,30/10/2024,06/11/2024,59,7,4,Phone,NRF,76.8,537.6,0,0,,0.449,0,0.864,0,Sunday,Wednesday
B001251,H001,H001-R021,06/03/2024,13/06/2024,14/06/2024,99,1,4,Direct,Flexible,75.9,75.9,1,0,,0.874,0,0.891,0,Wednesday,Thursday
B001252,H015,H015-R022,05/01/2024,15/06/2024,18/06/2024,162,3,2,OTA-Booking,NRF,129.86,389.58,0,0,,0.191,1,1.026,0,Friday,Saturday
B001253,H006,H006-R008,29/09/2024,05/02/2025,11/02/2025,129,6,1,Phone,Flexible,95.89,575.34,1,0,,0.362,0,1.032,0,Sunday,Wednesday
B001254,H011,H011-R039,26/02/2024,10/03/2024,18/03/2024,13,8,4,Corporate,Flexible,73.07,584.56,1,0,,0.444,0,1.047,0,Monday,Sunday
B001255,H004,H004-R036,12/01/2024,08/01/2024,11/01/2024,-4,3,2,OTA-Booking,Flexible,73.98,221.94,1,0,,0.618,0,0.865,0,Friday,Monday
B001256,H003,H003-R043,11/01/2024,25/05/2024,26/05/2024,135,1,4,Corporate,Flexible,104.6,104.6,1,0,,0.46,1,1.037,0,Thursday,Saturday
B001257,H009,H009-R017,22/02/2024,24/06/2024,28/06/2024,123,4,3,OTA-Booking,NRF,94.17,376.68,0,0,,0.846,0,0.987,0,Thursday,Monday
B001258,H015,H015-R008,11/04/2025,20/07/2025,25/07/2025,100,5,1,OTA-Booking,Semi-Flex,108.88,544.4,1,1,17/07/2025,0.302,0,0.989,0,Friday,Sunday
B001259,H002,H002-R007,11/01/2024,19/05/2024,25/05/2024,129,6,3,OTA-Booking,Flexible,123.55,741.3,1,0,,0.493,0,0.904,0,Thursday,Sunday
B001260,H003,H003-R052,31/08/2024,11/09/2024,20/09/2024,11,9,1,Phone,Flexible,109,981,1,0,,0.754,0,0.979,0,Saturday,Wednesday
B001261,H004,H004-R026,10/01/2024,01/04/2024,09/04/2024,82,8,4,Phone,Flexible,80.27,642.16,1,0,,0.553,0,1.162,0,Wednesday,Monday
B001262,H011,H011-R020,22/07/2025,16/08/2025,21/08/2025,25,5,2,Direct,Flexible,111.86,559.3,1,0,,0.541,0,0.902,0,Tuesday,Saturday
B001263,H009,H009-R007,11/01/2024,25/01/2024,02/02/2024,14,8,3,Direct,Flexible,48.56,388.48,1,0,,0.407,0,1.042,0,Thursday,Thursday
B001264,H013,H013-R033,14/04/2024,22/07/2024,24/07/2024,99,2,2,OTA-Expedia,Flexible,122.6,245.2,1,0,,0.654,1,0.983,0,Sunday,Monday
B001265,H003,H003-R018,20/01/2025,12/06/2025,18/06/2025,143,6,2,OTA-Expedia,Flexible,124.54,747.24,1,0,,0.688,0,1.046,0,Monday,Thursday
B001266,H001,H001-R005,05/03/2025,05/03/2025,08/03/2025,0,3,1,Direct,Flexible,46.37,139.11,1,0,,0.566,0,1.002,0,Wednesday,Wednesday
B001267,H005,H005-R006,27/06/2025,05/11/2025,14/11/2025,131,9,4,OTA-Expedia,Flexible,75.89,683.01,1,0,,0.52,0,1.071,0,Friday,Wednesday
B001268,H005,H005-R011,27/02/2024,19/08/2024,25/08/2024,174,6,1,OTA-Booking,Flexible,106.48,638.88,1,0,,0.3,0,0.946,0,Tuesday,Monday
B001269,H006,H006-R077,14/10/2024,30/12/2024,03/01/2025,77,4,4,OTA-Booking,NRF,89.18,356.72,0,0,,0.395,0,0.999,0,Monday,Monday
B001270,H005,H005-R033,23/05/2025,12/08/2025,21/08/2025,81,9,1,OTA-Expedia,Semi-Flex,99.22,892.98,1,0,,0.331,1,1.245,0,Friday,Tuesday
B001271,H007,H007-R017,05/01/2024,11/01/2024,16/01/2024,6,5,3,OTA-Booking,NRF,50,250,0,0,,0.17,0,0.966,0,Friday,Thursday
B001272,H011,H011-R018,24/05/2025,04/11/2025,10/11/2025,164,6,2,Corporate,Semi-Flex,75.87,455.22,1,1,25/05/2025,0.106,0,0.98,0,Saturday,Tuesday
B001273,H009,H009-R018,29/01/2025,07/06/2025,14/06/2025,129,7,2,OTA-Expedia,Flexible,84.53,591.71,1,0,,0.67,0,0.999,0,Wednesday,Saturday
B001274,H005,H005-R037,25/08/2024,02/02/2025,09/02/2025,161,7,4,OTA-Expedia,Flexible,69.24,484.68,1,0,,0.297,0,1.037,0,Sunday,Sunday
B001275,H006,H006-R061,05/01/2024,28/04/2024,30/04/2024,114,2,3,Corporate,Flexible,128.61,257.22,1,0,,0.055,1,1.009,0,Friday,Sunday
B001276,H014,H014-R007,13/01/2024,27/01/2024,06/02/2024,14,10,3,OTA-Booking,Flexible,79.44,794.4,1,0,,0.091,0,1.066,0,Saturday,Saturday
B001277,H015,H015-R023,03/06/2024,26/07/2024,31/07/2024,53,5,4,OTA-Expedia,NRF,134.46,672.3,0,0,,0.472,1,1.019,0,Monday,Friday
B001278,H009,H009-R018,15/11/2024,18/11/2024,22/11/2024,3,4,1,OTA-Expedia,Semi-Flex,49.47,197.88,1,1,15/11/2024,0.507,0,1.001,0,Friday,Monday
B001279,H013,H013-R028,02/01/2024,26/03/2024,05/04/2024,84,10,2,Phone,Semi-Flex,87.55,875.5,1,0,,0.34,0,1.122,0,Tuesday,Tuesday
B001280,H007,H007-R012,16/05/2024,11/07/2024,14/07/2024,56,3,3,OTA-Expedia,Flexible,76.95,230.85,1,1,23/06/2024,0.588,1,0.884,0,Thursday,Thursday
B001281,H012,H012-R068,27/03/2025,03/05/2025,09/05/2025,37,6,4,Direct,Flexible,103.28,619.68,1,0,,0.255,0,1.035,0,Thursday,Saturday
B001282,H005,H005-R023,03/01/2024,07/01/2024,10/01/2024,4,3,2,OTA-Booking,Flexible,65.98,197.94,1,0,,0.564,0,0.925,0,Wednesday,Sunday
B001283,H007,H007-R015,18/08/2024,13/09/2024,15/09/2024,26,2,1,OTA-Expedia,Flexible,77.26,154.52,1,0,,0.142,2,1.01,0,Sunday,Friday
B001284,H010,H010-R025,06/02/2024,18/04/2024,20/04/2024,72,2,3,Phone,NRF,73.6,147.2,0,0,,0.564,0,0.884,0,Tuesday,Thursday
B001285,H012,H012-R024,09/04/2024,19/08/2024,25/08/2024,132,6,2,Direct,Flexible,144.8,868.8,1,1,28/05/2024,0.523,0,0.829,0,Tuesday,Monday
B001286,H013,H013-R042,17/01/2024,02/02/2024,10/02/2024,16,8,3,OTA-Booking,Semi-Flex,75.02,600.16,1,0,,0.797,1,0.778,0,Wednesday,Friday
B001287,H006,H006-R074,01/01/2024,11/05/2024,16/05/2024,131,5,2,OTA-Booking,Semi-Flex,99.15,495.75,1,0,,0.433,0,1.086,0,Monday,Saturday
B001288,H014,H014-R038,03/09/2025,15/10/2025,23/10/2025,42,8,2,OTA-Expedia,Flexible,108.14,865.12,1,0,,0.416,0,1.087,0,Wednesday,Wednesday
B001289,H005,H005-R001,19/10/2024,22/12/2024,23/12/2024,64,1,4,Direct,NRF,67.58,67.58,0,0,,0.242,0,0.998,0,Saturday,Sunday
B001290,H005,H005-R003,01/01/2024,28/01/2024,04/02/2024,27,7,2,OTA-Expedia,Flexible,73.43,514.01,1,0,,0.511,0,1.064,0,Monday,Sunday
B001291,H015,H015-R059,08/04/2025,27/06/2025,05/07/2025,80,8,3,Direct,Flexible,105.83,846.64,1,0,,0.924,0,0.95,0,Tuesday,Friday
B001292,H006,H006-R023,23/04/2025,22/06/2025,27/06/2025,60,5,3,OTA-Expedia,NRF,148.78,743.9,0,0,,0.306,0,1.072,0,Wednesday,Sunday
B001293,H004,H004-R039,06/08/2024,19/09/2024,20/09/2024,44,1,1,OTA-Expedia,NRF,96.93,96.93,0,1,20/08/2024,0.623,0,1.062,0,Tuesday,Thursday
B001294,H013,H013-R009,25/03/2025,01/04/2025,11/04/2025,7,10,4,Phone,Flexible,112.79,1127.9,1,0,,0.217,0,1.072,0,Tuesday,Tuesday
B001295,H010,H010-R010,03/10/2025,16/12/2025,19/12/2025,74,3,2,OTA-Booking,Semi-Flex,58.01,174.03,1,1,03/12/2025,0.342,0,1.1,0,Friday,Tuesday
B001296,H008,H008-R033,23/05/2024,07/08/2024,15/08/2024,76,8,1,Direct,Flexible,111.99,895.92,1,0,,1,0,1.044,0,Thursday,Wednesday
B001297,H010,H010-R012,15/07/2025,06/09/2025,13/09/2025,53,7,2,Corporate,NRF,75.03,525.21,0,0,,0.758,0,1.1,0,Tuesday,Saturday
B001298,H015,H015-R060,16/01/2024,16/05/2024,23/05/2024,121,7,1,Direct,NRF,97.82,684.74,0,0,,0.299,0,0.853,0,Tuesday,Thursday
B001299,H011,H011-R030,28/03/2024,18/05/2024,27/05/2024,51,9,2,OTA-Booking,NRF,87.92,791.28,0,1,03/04/2024,0.284,0,1.002,0,Thursday,Saturday
B001300,H001,H001-R023,17/08/2024,09/11/2024,16/11/2024,84,7,3,Phone,NRF,55.53,388.71,0,0,,0.534,0,0.823,0,Saturday,Saturday
B001301,H004,H004-R031,01/06/2024,05/11/2024,09/11/2024,157,4,2,OTA-Booking,Semi-Flex,66.16,264.64,1,1,08/08/2024,0.6,0,1.189,0,Saturday,Tuesday
B001302,H015,H015-R070,10/09/2024,22/12/2024,29/12/2024,103,7,3,Corporate,Flexible,87.12,609.84,1,0,,0.529,0,1.122,0,Tuesday,Sunday
B001303,H006,H006-R043,13/01/2024,09/05/2024,14/05/2024,117,5,4,Phone,NRF,98.44,492.2,0,0,,0.726,0,0.859,0,Saturday,Thursday
B001304,H002,H002-R014,18/07/2024,10/10/2024,12/10/2024,84,2,2,OTA-Booking,Flexible,99.28,198.56,1,1,30/09/2024,0.605,0,0.96,0,Thursday,Thursday
B001305,H003,H003-R044,13/01/2025,19/04/2025,29/04/2025,96,10,3,OTA-Booking,NRF,94.89,948.9,0,0,,0.408,1,0.918,0,Monday,Saturday
B001306,H008,H008-R057,30/08/2025,08/11/2025,09/11/2025,70,1,4,OTA-Booking,Flexible,81.72,81.72,1,0,,0.911,0,1.048,0,Saturday,Saturday
B001307,H003,H003-R056,15/08/2024,30/09/2024,05/10/2024,46,5,3,OTA-Booking,NRF,115.67,578.35,0,0,,0.9,0,0.961,0,Thursday,Monday
B001308,H013,H013-R059,17/02/2025,25/06/2025,04/07/2025,128,9,2,OTA-Expedia,NRF,123.76,1113.84,0,0,,0.76,0,0.936,0,Monday,Wednesday
B001309,H010,H010-R001,10/08/2025,14/10/2025,22/10/2025,65,8,2,OTA-Booking,Flexible,75.57,604.56,1,0,,0.433,0,1.042,0,Sunday,Tuesday
B001310,H007,H007-R021,20/08/2024,29/12/2024,01/01/2025,131,3,4,Corporate,Flexible,55.24,165.72,1,0,,0.474,0,0.995,0,Tuesday,Sunday
B001311,H001,H001-R024,02/08/2024,26/12/2024,02/01/2025,146,7,1,OTA-Booking,Flexible,55.68,389.76,1,1,29/11/2024,0.411,0,0.952,1,Friday,Thursday
B001312,H001,H001-R023,08/08/2025,11/11/2025,13/11/2025,95,2,3,Phone,Flexible,52.78,105.56,1,1,04/11/2025,0.493,0,1.061,0,Friday,Tuesday
B001313,H009,H009-R024,15/07/2024,02/11/2024,06/11/2024,110,4,4,Direct,Flexible,66.81,267.24,1,1,11/10/2024,0.439,0,0.943,0,Monday,Saturday
B001314,H011,H011-R028,18/03/2024,04/04/2024,07/04/2024,17,3,4,OTA-Expedia,NRF,92.86,278.58,0,0,,0.458,0,0.983,0,Monday,Thursday
B001315,H015,H015-R022,31/01/2025,04/05/2025,11/05/2025,93,7,2,OTA-Booking,NRF,119.27,834.89,0,0,,0.029,0,1.087,0,Friday,Sunday
B001316,H007,H007-R002,10/08/2025,07/12/2025,09/12/2025,119,2,1,OTA-Booking,NRF,50.35,100.7,0,0,,0.516,0,1.086,0,Sunday,Sunday
B001317,H002,H002-R046,19/08/2024,04/11/2024,09/11/2024,77,5,4,Phone,NRF,68.44,342.2,0,0,,0.373,0,0.999,0,Monday,Monday
B001318,H005,H005-R012,11/12/2024,19/01/2025,29/01/2025,39,10,1,OTA-Booking,Flexible,77.99,779.9,1,0,,0.332,0,1.07,0,Wednesday,Sunday
B001319,H009,H009-R019,07/07/2025,27/10/2025,31/10/2025,112,4,4,OTA-Booking,Semi-Flex,62.03,248.12,1,1,04/09/2025,0.803,0,0.807,0,Monday,Monday
B001320,H003,H003-R052,03/07/2024,12/12/2024,19/12/2024,162,7,2,OTA-Booking,Semi-Flex,68.2,477.4,1,1,28/11/2024,0.417,0,0.869,0,Wednesday,Thursday
B001321,H006,H006-R078,24/06/2024,15/10/2024,23/10/2024,113,8,4,OTA-Expedia,NRF,112.54,900.32,0,0,,0.845,0,1.013,0,Monday,Tuesday
B001322,H015,H015-R033,03/01/2024,10/03/2024,14/03/2024,67,4,2,Corporate,Flexible,75.89,303.56,1,0,,0.123,0,0.899,0,Wednesday,Sunday
B001323,H004,H004-R025,08/02/2024,19/07/2024,23/07/2024,162,4,1,Direct,Semi-Flex,100.63,402.52,1,0,,0.639,1,0.935,0,Thursday,Friday
B001324,H004,H004-R014,24/08/2024,18/12/2024,27/12/2024,116,9,4,OTA-Expedia,Flexible,68.68,618.12,1,1,12/11/2024,0.684,1,0.996,0,Saturday,Wednesday
B001325,H003,H003-R029,06/06/2024,24/11/2024,27/11/2024,171,3,3,Direct,Flexible,88.21,264.63,1,0,,0.652,0,1.148,0,Thursday,Sunday
B001326,H013,H013-R051,08/02/2025,12/03/2025,20/03/2025,32,8,2,Direct,Semi-Flex,70.84,566.72,1,0,,0.563,0,0.888,0,Saturday,Wednesday
B001327,H005,H005-R001,24/01/2024,08/02/2024,18/02/2024,15,10,2,OTA-Expedia,Flexible,71.59,715.9,1,0,,0.328,0,1.035,0,Wednesday,Thursday
B001328,H010,H010-R019,28/09/2024,21/12/2024,31/12/2024,84,10,1,Corporate,Flexible,56.67,566.7,1,1,03/10/2024,0.807,1,1.11,0,Saturday,Saturday
B001329,H011,H011-R019,22/04/2025,16/06/2025,21/06/2025,55,5,4,Phone,NRF,123.28,616.4,0,0,,0.859,0,0.967,0,Tuesday,Monday
B001330,H002,H002-R026,01/11/2024,12/11/2024,22/11/2024,11,10,4,OTA-Booking,Flexible,85.64,856.4,1,0,,0.614,0,1.045,0,Friday,Tuesday
B001331,H009,H009-R032,15/01/2024,21/02/2024,27/02/2024,37,6,3,OTA-Booking,Flexible,55.95,335.7,1,0,,0.402,0,0.935,0,Monday,Wednesday
B001332,H004,H004-R008,22/07/2024,01/08/2024,07/08/2024,10,6,2,OTA-Expedia,Flexible,103.68,622.08,1,0,,0.514,1,0.958,0,Monday,Thursday
B001333,H005,H005-R020,27/08/2024,09/02/2025,15/02/2025,166,6,1,OTA-Booking,NRF,60.42,362.52,0,0,,0.282,0,0.92,0,Tuesday,Sunday
B001334,H009,H009-R024,06/02/2024,14/06/2024,23/06/2024,129,9,1,OTA-Booking,Flexible,85.91,773.19,1,0,,0.832,0,1.067,0,Tuesday,Friday
B001335,H003,H003-R034,22/12/2024,03/04/2025,08/04/2025,102,5,3,OTA-Booking,Semi-Flex,93.63,468.15,1,0,,0.616,0,0.986,0,Sunday,Thursday
B001336,H009,H009-R026,04/10/2024,14/10/2024,19/10/2024,10,5,2,OTA-Expedia,NRF,78.05,390.25,0,0,,0.433,0,1.033,0,Friday,Monday
B001337,H002,H002-R010,03/01/2024,04/03/2024,07/03/2024,61,3,3,OTA-Expedia,Flexible,71.69,215.07,1,0,,0.255,0,0.944,0,Wednesday,Monday
B001338,H010,H010-R021,23/09/2025,09/12/2025,19/12/2025,77,10,2,Direct,NRF,50.9,509,0,0,,0.343,0,0.862,0,Tuesday,Tuesday
B001339,H009,H009-R012,25/03/2024,10/06/2024,18/06/2024,77,8,4,Corporate,Flexible,95.41,763.28,1,0,,0.925,0,1.082,0,Monday,Monday
B001340,H007,H007-R020,11/04/2025,29/09/2025,07/10/2025,171,8,4,OTA-Booking,NRF,73.15,585.2,0,0,,0.459,0,1.135,0,Friday,Monday
B001341,H008,H008-R047,05/01/2024,03/02/2024,07/02/2024,29,4,1,Corporate,Flexible,91.76,367.04,1,0,,0.887,0,0.951,0,Friday,Saturday
B001342,H008,H008-R012,27/07/2024,21/01/2025,27/01/2025,178,6,2,OTA-Booking,NRF,70.74,424.44,0,1,25/11/2024,0.841,0,0.955,0,Saturday,Tuesday
B001343,H011,H011-R014,12/07/2025,01/12/2025,04/12/2025,142,3,4,Direct,NRF,72.44,217.32,0,0,,0.632,1,1.063,0,Saturday,Monday
B001344,H010,H010-R022,02/12/2024,07/04/2025,15/04/2025,126,8,3,OTA-Expedia,NRF,71.59,572.72,0,0,,0.464,0,1.03,0,Monday,Monday
B001345,H002,H002-R001,09/11/2024,07/01/2025,16/01/2025,59,9,2,OTA-Expedia,NRF,85.82,772.38,0,0,,0.712,0,0.97,0,Saturday,Tuesday
B001346,H012,H012-R062,30/04/2024,17/06/2024,26/06/2024,48,9,4,Direct,NRF,148.88,1339.92,0,0,,0.839,0,1.058,0,Tuesday,Monday
B001347,H004,H004-R022,30/12/2024,07/02/2025,17/02/2025,39,10,4,OTA-Booking,Semi-Flex,68.44,684.4,1,1,07/01/2025,0.323,0,1.048,0,Monday,Friday
B001348,H005,H005-R044,04/04/2025,04/08/2025,06/08/2025,122,2,4,OTA-Booking,NRF,110.58,221.16,0,0,,0.839,0,1.05,0,Friday,Monday
B001349,H003,H003-R028,15/07/2024,01/08/2024,08/08/2024,17,7,2,Phone,Semi-Flex,116.63,816.41,1,0,,0.439,1,0.946,0,Monday,Thursday
B001350,H006,H006-R057,25/01/2024,29/05/2024,07/06/2024,125,9,4,Phone,NRF,122.97,1106.73,0,1,25/03/2024,0.603,0,0.937,0,Thursday,Wednesday
B001351,H012,H012-R035,30/12/2024,30/12/2024,04/01/2025,0,5,3,Direct,Semi-Flex,98.05,490.25,1,0,,0.403,0,1.022,0,Monday,Monday
B001352,H015,H015-R040,31/08/2025,02/10/2025,10/10/2025,32,8,1,Direct,Semi-Flex,114.04,912.32,1,0,,0.542,0,1.107,0,Sunday,Thursday
B001353,H011,H011-R046,30/06/2025,20/09/2025,25/09/2025,82,5,2,OTA-Expedia,NRF,117.59,587.95,0,1,14/07/2025,0.43,0,1.023,0,Monday,Saturday
B001354,H015,H015-R030,08/10/2024,08/10/2024,14/10/2024,0,6,1,OTA-Booking,Flexible,85.75,514.5,1,0,,0.185,1,0.974,0,Tuesday,Tuesday
B001355,H015,H015-R063,04/03/2024,22/07/2024,26/07/2024,140,4,1,OTA-Expedia,Flexible,122.04,488.16,1,0,,0.406,1,0.937,0,Monday,Monday
B001356,H006,H006-R003,12/05/2024,16/10/2024,20/10/2024,157,4,2,Direct,Flexible,103.42,413.68,1,0,,0.413,0,0.907,0,Sunday,Wednesday
B001357,H008,H008-R036,21/01/2025,09/06/2025,18/06/2025,139,9,4,OTA-Booking,Flexible,119.35,1074.15,1,1,23/02/2025,0.7,0,0.853,0,Tuesday,Monday
B001358,H014,H014-R014,11/03/2024,12/07/2024,22/07/2024,123,10,3,OTA-Booking,Flexible,129.52,1295.2,1,0,,0.854,0,1.087,0,Monday,Friday
B001359,H015,H015-R068,08/05/2024,25/08/2024,04/09/2024,109,10,1,OTA-Expedia,NRF,116.49,1164.9,0,0,,0.614,0,0.838,0,Wednesday,Sunday
B001360,H012,H012-R071,27/02/2025,15/05/2025,21/05/2025,77,6,3,OTA-Expedia,Semi-Flex,123.55,741.3,1,0,,0.237,0,1.03,0,Thursday,Thursday
B001361,H014,H014-R057,01/06/2025,14/06/2025,16/06/2025,13,2,2,Direct,Flexible,129.42,258.84,1,0,,0.519,0,1.09,0,Sunday,Saturday
B001362,H010,H010-R007,22/08/2025,07/10/2025,13/10/2025,46,6,4,OTA-Booking,Flexible,75.61,453.66,1,1,29/09/2025,0.272,0,1.114,0,Friday,Tuesday
B001363,H008,H008-R066,05/01/2024,07/05/2024,08/05/2024,123,1,4,Direct,Flexible,111.93,111.93,1,1,09/03/2024,0.25,0,0.983,0,Friday,Tuesday
B001364,H006,H006-R005,06/05/2024,16/07/2024,26/07/2024,71,10,4,OTA-Expedia,Semi-Flex,120.85,1208.5,1,0,,0.709,0,0.894,0,Monday,Tuesday
B001365,H015,H015-R021,23/01/2024,15/03/2024,16/03/2024,52,1,2,Phone,Semi-Flex,71.66,71.66,1,0,,0.487,0,0.956,0,Tuesday,Friday
B001366,H003,H003-R005,02/01/2024,29/01/2024,06/02/2024,27,8,3,OTA-Booking,Flexible,80.5,644,1,0,,0.416,0,0.955,0,Tuesday,Monday
B001367,H015,H015-R041,19/11/2025,20/12/2025,22/12/2025,31,2,1,OTA-Booking,NRF,76.55,153.1,0,0,,0.154,0,1.011,0,Wednesday,Saturday
B001368,H005,H005-R039,23/08/2024,09/11/2024,19/11/2024,78,10,1,OTA-Expedia,NRF,59.78,597.8,0,1,04/11/2024,0.604,0,1.046,0,Friday,Saturday
B001369,H014,H014-R009,03/05/2024,08/09/2024,10/09/2024,128,2,4,OTA-Expedia,Flexible,139.12,278.24,1,0,,0.462,0,0.974,0,Friday,Sunday
B001370,H010,H010-R019,14/01/2024,08/01/2024,11/01/2024,-6,3,3,OTA-Expedia,NRF,44.71,134.13,0,0,,0.419,0,1.024,0,Sunday,Monday
B001371,H011,H011-R029,23/02/2024,07/04/2024,14/04/2024,44,7,3,Phone,Flexible,87.02,609.14,1,0,,0.623,0,0.992,0,Friday,Sunday
B001372,H012,H012-R068,06/08/2025,15/10/2025,21/10/2025,70,6,2,OTA-Expedia,NRF,106.66,639.96,0,1,12/08/2025,0.718,0,0.861,0,Wednesday,Wednesday
B001373,H011,H011-R031,12/01/2024,07/02/2024,10/02/2024,26,3,4,OTA-Expedia,Flexible,62.23,186.69,1,0,,0.425,1,0.954,0,Friday,Wednesday
B001374,H011,H011-R019,30/08/2024,27/11/2024,05/12/2024,89,8,1,OTA-Expedia,Flexible,75.44,603.52,1,0,,0.661,1,0.905,0,Friday,Wednesday
B001375,H014,H014-R057,11/06/2025,06/07/2025,15/07/2025,25,9,2,Phone,Semi-Flex,122.19,1099.71,1,0,,0.77,0,1.142,0,Wednesday,Sunday
B001376,H010,H010-R009,06/01/2024,14/02/2024,22/02/2024,39,8,2,Direct,Flexible,44.21,353.68,1,0,,0.514,0,1.111,0,Saturday,Wednesday
B001377,H003,H003-R016,13/04/2025,08/07/2025,12/07/2025,86,4,4,OTA-Booking,Flexible,101.48,405.92,1,0,,0.548,2,0.97,0,Sunday,Tuesday
B001378,H008,H008-R063,11/03/2024,30/08/2024,06/09/2024,172,7,3,Phone,NRF,136.11,952.77,0,0,,0.111,1,1.076,0,Monday,Friday
B001379,H008,H008-R049,15/07/2025,10/11/2025,19/11/2025,118,9,1,OTA-Booking,NRF,73.78,664.02,0,0,,0.356,0,0.945,0,Tuesday,Monday
B001380,H005,H005-R008,05/03/2024,30/07/2024,08/08/2024,147,9,2,Direct,NRF,111.56,1004.04,0,1,11/04/2024,0.585,0,1.077,0,Tuesday,Tuesday
B001381,H011,H011-R053,23/08/2025,14/12/2025,22/12/2025,113,8,3,OTA-Booking,Semi-Flex,82.26,658.08,1,0,,0.588,0,0.957,0,Saturday,Sunday
B001382,H002,H002-R072,15/04/2024,01/10/2024,06/10/2024,169,5,2,OTA-Booking,Semi-Flex,116.93,584.65,1,1,28/09/2024,0.594,0,0.951,0,Monday,Tuesday
